latency energy cost
2465 25012 464
2465 24984 464
2465 24956 464
2465 24928 464
2465 24900 464
2465 24872 464
2465 24844 464
2465 24816 464
2465 24788 464
2465 24760 464
2465 24732 464
2465 24704 464
2465 24676 464
2465 24648 464
2465 24620 464
2465 24609 498
2465 24592 464
2465 24564 464
2465 24536 464
2465 24508 464
2465 24480 464
2465 24452 464
2465 24424 464
2465 24396 464
2465 24368 464
2465 24340 464
2465 24312 464
2465 24284 464
2465 24256 464
2465 24228 464
2465 24228 464
